THINID,COLOR
h-border-17-26-18-26,"rgb(218, 218, 218)"
h-border-17-27-18-27,"rgb(218, 218, 218)"
h-border-17-28-18-28,"rgb(218, 218, 218)"
h-border-17-29-18-29,"rgb(218, 218, 218)"
h-border-17-30-18-30,"rgb(218, 218, 218)"
h-border-17-31-18-31,"rgb(218, 218, 218)"
v-border-18-0-18-1,"rgb(218, 218, 218)"
v-border-18-1-18-2,"rgb(218, 218, 218)"
v-border-18-2-18-3,"rgb(218, 218, 218)"
v-border-18-3-18-4,"rgb(218, 218, 218)"
v-border-18-4-18-5,"rgb(218, 218, 218)"
v-border-18-5-18-6,"rgb(218, 218, 218)"
v-border-18-6-18-7,"rgb(218, 218, 218)"
v-border-18-7-18-8,"rgb(218, 218, 218)"
v-border-18-8-18-9,"rgb(218, 218, 218)"
v-border-18-9-18-10,black
v-border-18-10-18-11,black
v-border-18-11-18-12,black
v-border-18-12-18-13,black
v-border-18-13-18-14,black
v-border-18-14-18-15,"rgb(218, 218, 218)"
v-border-18-15-18-16,black
v-border-18-16-18-17,"rgb(218, 218, 218)"
v-border-18-17-18-18,black
v-border-18-18-18-19,black
v-border-18-19-18-20,black
v-border-18-20-18-21,black
v-border-18-21-18-22,black
v-border-18-22-18-23,"rgb(218, 218, 218)"
v-border-18-23-18-24,"rgb(218, 218, 218)"
v-border-18-24-18-25,"rgb(218, 218, 218)"
v-border-18-25-18-26,"rgb(218, 218, 218)"
v-border-18-26-18-27,"rgb(218, 218, 218)"
v-border-18-27-18-28,"rgb(218, 218, 218)"
v-border-18-28-18-29,"rgb(218, 218, 218)"
v-border-18-29-18-30,"rgb(218, 218, 218)"
v-border-18-30-18-31,"rgb(218, 218, 218)"
h-border-18-0-19-0,"rgb(218, 218, 218)"
h-border-18-1-19-1,"rgb(218, 218, 218)"
h-border-18-2-19-2,"rgb(218, 218, 218)"
h-border-18-3-19-3,"rgb(218, 218, 218)"
h-border-18-4-19-4,"rgb(218, 218, 218)"
h-border-18-5-19-5,"rgb(218, 218, 218)"
h-border-18-6-19-6,"rgb(218, 218, 218)"
h-border-18-7-19-7,"rgb(218, 218, 218)"
h-border-18-8-19-8,"rgb(218, 218, 218)"
h-border-18-9-19-9,"rgb(218, 218, 218)"
h-border-18-10-19-10,"rgb(218, 218, 218)"
h-border-18-11-19-11,"rgb(218, 218, 218)"
h-border-18-12-19-12,black
h-border-18-13-19-13,black
h-border-18-14-19-14,black
h-border-18-15-19-15,black
h-border-18-16-19-16,black
h-border-18-17-19-17,black
h-border-18-18-19-18,black
h-border-18-19-19-19,black
h-border-18-20-19-20,"rgb(218, 218, 218)"
h-border-18-21-19-21,"rgb(218, 218, 218)"
h-border-18-22-19-22,"rgb(218, 218, 218)"
h-border-18-23-19-23,"rgb(218, 218, 218)"
h-border-18-24-19-24,"rgb(218, 218, 218)"
h-border-18-25-19-25,"rgb(218, 218, 218)"
h-border-18-26-19-26,"rgb(218, 218, 218)"
h-border-18-27-19-27,"rgb(218, 218, 218)"
h-border-18-28-19-28,"rgb(218, 218, 218)"
h-border-18-29-19-29,"rgb(218, 218, 218)"
h-border-18-30-19-30,"rgb(218, 218, 218)"
h-border-18-31-19-31,"rgb(218, 218, 218)"
v-border-19-0-19-1,"rgb(218, 218, 218)"
v-border-19-1-19-2,"rgb(218, 218, 218)"
v-border-19-2-19-3,"rgb(218, 218, 218)"
v-border-19-3-19-4,"rgb(218, 218, 218)"
v-border-19-4-19-5,"rgb(218, 218, 218)"
v-border-19-5-19-6,"rgb(218, 218, 218)"
v-border-19-6-19-7,"rgb(218, 218, 218)"
v-border-19-7-19-8,"rgb(218, 218, 218)"
v-border-19-8-19-9,"rgb(218, 218, 218)"
v-border-19-9-19-10,black
v-border-19-10-19-11,black
v-border-19-11-19-12,black
v-border-19-12-19-13,black
v-border-19-13-19-14,"rgb(218, 218, 218)"
v-border-19-14-19-15,"rgb(218, 218, 218)"
v-border-19-15-19-16,black
v-border-19-16-19-17,"rgb(218, 218, 218)"
v-border-19-17-19-18,"rgb(218, 218, 218)"
v-border-19-18-19-19,black
v-border-19-19-19-20,black
v-border-19-20-19-21,black
v-border-19-21-19-22,black
v-border-19-22-19-23,"rgb(218, 218, 218)"
v-border-19-23-19-24,"rgb(218, 218, 218)"
v-border-19-24-19-25,"rgb(218, 218, 218)"
v-border-19-25-19-26,"rgb(218, 218, 218)"
v-border-19-26-19-27,"rgb(218, 218, 218)"
v-border-19-27-19-28,"rgb(218, 218, 218)"
v-border-19-28-19-29,"rgb(218, 218, 218)"
v-border-19-29-19-30,"rgb(218, 218, 218)"
v-border-19-30-19-31,"rgb(218, 218, 218)"
h-border-19-0-20-0,"rgb(218, 218, 218)"
h-border-19-1-20-1,"rgb(218, 218, 218)"
h-border-19-2-20-2,"rgb(218, 218, 218)"
h-border-19-3-20-3,"rgb(218, 218, 218)"
h-border-19-4-20-4,"rgb(218, 218, 218)"
h-border-19-5-20-5,"rgb(218, 218, 218)"
h-border-19-6-20-6,"rgb(218, 218, 218)"
h-border-19-7-20-7,"rgb(218, 218, 218)"
h-border-19-8-20-8,"rgb(218, 218, 218)"
h-border-19-9-20-9,"rgb(218, 218, 218)"
h-border-19-10-20-10,black
h-border-19-11-20-11,"rgb(218, 218, 218)"
h-border-19-12-20-12,black
h-border-19-13-20-13,black
h-border-19-14-20-14,black
h-border-19-15-20-15,black
h-border-19-16-20-16,black
h-border-19-17-20-17,black
h-border-19-18-20-18,black
h-border-19-19-20-19,black
h-border-19-20-20-20,"rgb(218, 218, 218)"
h-border-19-21-20-21,black
h-border-19-22-20-22,"rgb(218, 218, 218)"
h-border-19-23-20-23,"rgb(218, 218, 218)"
h-border-19-24-20-24,"rgb(218, 218, 218)"
h-border-19-25-20-25,"rgb(218, 218, 218)"
h-border-19-26-20-26,"rgb(218, 218, 218)"
h-border-19-27-20-27,"rgb(218, 218, 218)"
h-border-19-28-20-28,"rgb(218, 218, 218)"
h-border-19-29-20-29,"rgb(218, 218, 218)"
h-border-19-30-20-30,"rgb(218, 218, 218)"
h-border-19-31-20-31,"rgb(218, 218, 218)"
v-border-20-0-20-1,"rgb(218, 218, 218)"
v-border-20-1-20-2,"rgb(218, 218, 218)"
v-border-20-2-20-3,"rgb(218, 218, 218)"
v-border-20-3-20-4,"rgb(218, 218, 218)"
v-border-20-4-20-5,"rgb(218, 218, 218)"
v-border-20-5-20-6,"rgb(218, 218, 218)"
v-border-20-6-20-7,"rgb(218, 218, 218)"
v-border-20-7-20-8,"rgb(218, 218, 218)"
v-border-20-8-20-9,"rgb(218, 218, 218)"
v-border-20-9-20-10,black
v-border-20-10-20-11,black
v-border-20-11-20-12,"rgb(218, 218, 218)"
v-border-20-12-20-13,"rgb(218, 218, 218)"
v-border-20-13-20-14,black
v-border-20-14-20-15,"rgb(218, 218, 218)"
v-border-20-15-20-16,"rgb(218, 218, 218)"
v-border-20-16-20-17,"rgb(218, 218, 218)"
v-border-20-17-20-18,black
v-border-20-18-20-19,"rgb(218, 218, 218)"
v-border-20-19-20-20,"rgb(218, 218, 218)"
v-border-20-20-20-21,black
v-border-20-21-20-22,black
v-border-20-22-20-23,"rgb(218, 218, 218)"
v-border-20-23-20-24,"rgb(218, 218, 218)"
v-border-20-24-20-25,"rgb(218, 218, 218)"
v-border-20-25-20-26,"rgb(218, 218, 218)"
v-border-20-26-20-27,"rgb(218, 218, 218)"
v-border-20-27-20-28,"rgb(218, 218, 218)"
v-border-20-28-20-29,"rgb(218, 218, 218)"
v-border-20-29-20-30,"rgb(218, 218, 218)"
v-border-20-30-20-31,"rgb(218, 218, 218)"
h-border-20-0-21-0,"rgb(218, 218, 218)"
h-border-20-1-21-1,"rgb(218, 218, 218)"
h-border-20-2-21-2,"rgb(218, 218, 218)"
h-border-20-3-21-3,"rgb(218, 218, 218)"
h-border-20-4-21-4,"rgb(218, 218, 218)"
h-border-20-5-21-5,"rgb(218, 218, 218)"
h-border-20-6-21-6,"rgb(218, 218, 218)"
h-border-20-7-21-7,"rgb(218, 218, 218)"
h-border-20-8-21-8,"rgb(218, 218, 218)"
h-border-20-9-21-9,"rgb(218, 218, 218)"
h-border-20-10-21-10,"rgb(218, 218, 218)"
h-border-20-11-21-11,black
h-border-20-12-21-12,black
h-border-20-13-21-13,black
h-border-20-14-21-14,black
h-border-20-15-21-15,black
h-border-20-16-21-16,black
h-border-20-17-21-17,black
h-border-20-18-21-18,black
h-border-20-19-21-19,black
h-border-20-20-21-20,black
h-border-20-21-21-21,"rgb(218, 218, 218)"
h-border-20-22-21-22,"rgb(218, 218, 218)"
h-border-20-23-21-23,"rgb(218, 218, 218)"
h-border-20-24-21-24,"rgb(218, 218, 218)"
h-border-20-25-21-25,"rgb(218, 218, 218)"
h-border-20-26-21-26,"rgb(218, 218, 218)"
h-border-20-27-21-27,"rgb(218, 218, 218)"
h-border-20-28-21-28,"rgb(218, 218, 218)"
h-border-20-29-21-29,"rgb(218, 218, 218)"
h-border-20-30-21-30,"rgb(218, 218, 218)"
h-border-20-31-21-31,"rgb(218, 218, 218)"
v-border-21-0-21-1,"rgb(218, 218, 218)"
v-border-21-1-21-2,"rgb(218, 218, 218)"
v-border-21-2-21-3,"rgb(218, 218, 218)"
v-border-21-3-21-4,"rgb(218, 218, 218)"
v-border-21-4-21-5,"rgb(218, 218, 218)"
v-border-21-5-21-6,"rgb(218, 218, 218)"
v-border-21-6-21-7,"rgb(218, 218, 218)"
v-border-21-7-21-8,"rgb(218, 218, 218)"
v-border-21-8-21-9,"rgb(218, 218, 218)"
v-border-21-9-21-10,black
v-border-21-10-21-11,"rgb(218, 218, 218)"
v-border-21-11-21-12,black
v-border-21-12-21-13,"rgb(218, 218, 218)"
v-border-21-13-21-14,black
v-border-21-14-21-15,"rgb(218, 218, 218)"
v-border-21-15-21-16,black
v-border-21-16-21-17,"rgb(218, 218, 218)"
v-border-21-17-21-18,black
v-border-21-18-21-19,"rgb(218, 218, 218)"
v-border-21-19-21-20,black
v-border-21-20-21-21,"rgb(218, 218, 218)"
v-border-21-21-21-22,black
v-border-21-22-21-23,"rgb(218, 218, 218)"
v-border-21-23-21-24,"rgb(218, 218, 218)"
v-border-21-24-21-25,"rgb(218, 218, 218)"
v-border-21-25-21-26,"rgb(218, 218, 218)"
v-border-21-26-21-27,"rgb(218, 218, 218)"
v-border-21-27-21-28,"rgb(218, 218, 218)"
v-border-21-28-21-29,"rgb(218, 218, 218)"
v-border-21-29-21-30,"rgb(218, 218, 218)"
v-border-21-30-21-31,"rgb(218, 218, 218)"
h-border-21-0-22-0,"rgb(218, 218, 218)"
h-border-21-1-22-1,"rgb(218, 218, 218)"
h-border-21-2-22-2,"rgb(218, 218, 218)"
h-border-21-3-22-3,"rgb(218, 218, 218)"
h-border-21-4-22-4,"rgb(218, 218, 218)"
h-border-21-5-22-5,"rgb(218, 218, 218)"
h-border-21-6-22-6,"rgb(218, 218, 218)"
h-border-21-7-22-7,"rgb(218, 218, 218)"
h-border-21-8-22-8,"rgb(218, 218, 218)"
h-border-21-9-22-9,"rgb(218, 218, 218)"
h-border-21-10-22-10,black
h-border-21-11-22-11,black
h-border-21-12-22-12,black
h-border-21-13-22-13,black
h-border-21-14-22-14,black
h-border-21-15-22-15,black
h-border-21-16-22-16,black
h-border-21-17-22-17,black
h-border-21-18-22-18,black
h-border-21-19-22-19,black
h-border-21-20-22-20,black
h-border-21-21-22-21,black
h-border-21-22-22-22,"rgb(218, 218, 218)"
h-border-21-23-22-23,"rgb(218, 218, 218)"
h-border-21-24-22-24,"rgb(218, 218, 218)"
h-border-21-25-22-25,"rgb(218, 218, 218)"
h-border-21-26-22-26,"rgb(218, 218, 218)"
h-border-21-27-22-27,"rgb(218, 218, 218)"
h-border-21-28-22-28,"rgb(218, 218, 218)"
h-border-21-29-22-29,"rgb(218, 218, 218)"
h-border-21-30-22-30,"rgb(218, 218, 218)"
h-border-21-31-22-31,"rgb(218, 218, 218)"
v-border-22-0-22-1,"rgb(218, 218, 218)"
v-border-22-1-22-2,"rgb(218, 218, 218)"
v-border-22-2-22-3,"rgb(218, 218, 218)"
v-border-22-3-22-4,"rgb(218, 218, 218)"
v-border-22-4-22-5,"rgb(218, 218, 218)"
v-border-22-5-22-6,"rgb(218, 218, 218)"
v-border-22-6-22-7,"rgb(218, 218, 218)"
v-border-22-7-22-8,"rgb(218, 218, 218)"
v-border-22-8-22-9,"rgb(218, 218, 218)"
v-border-22-9-22-10,"rgb(218, 218, 218)"
v-border-22-10-22-11,"rgb(218, 218, 218)"
v-border-22-11-22-12,"rgb(218, 218, 218)"
v-border-22-12-22-13,"rgb(218, 218, 218)"
v-border-22-13-22-14,"rgb(218, 218, 218)"
v-border-22-14-22-15,"rgb(218, 218, 218)"
v-border-22-15-22-16,black
v-border-22-16-22-17,"rgb(218, 218, 218)"
v-border-22-17-22-18,"rgb(218, 218, 218)"
v-border-22-18-22-19,"rgb(218, 218, 218)"
v-border-22-19-22-20,"rgb(218, 218, 218)"
v-border-22-20-22-21,"rgb(218, 218, 218)"
v-border-22-21-22-22,"rgb(218, 218, 218)"
v-border-22-22-22-23,"rgb(218, 218, 218)"
v-border-22-23-22-24,"rgb(218, 218, 218)"
v-border-22-24-22-25,"rgb(218, 218, 218)"
v-border-22-25-22-26,"rgb(218, 218, 218)"
v-border-22-26-22-27,"rgb(218, 218, 218)"
v-border-22-27-22-28,"rgb(218, 218, 218)"
v-border-22-28-22-29,"rgb(218, 218, 218)"
v-border-22-29-22-30,"rgb(218, 218, 218)"
v-border-22-30-22-31,"rgb(218, 218, 218)"
h-border-22-0-23-0,"rgb(218, 218, 218)"
h-border-22-1-23-1,"rgb(218, 218, 218)"
h-border-22-2-23-2,"rgb(218, 218, 218)"
h-border-22-3-23-3,"rgb(218, 218, 218)"
h-border-22-4-23-4,"rgb(218, 218, 218)"
h-border-22-5-23-5,"rgb(218, 218, 218)"
h-border-22-6-23-6,"rgb(218, 218, 218)"
h-border-22-7-23-7,"rgb(218, 218, 218)"
h-border-22-8-23-8,"rgb(218, 218, 218)"
h-border-22-9-23-9,"rgb(218, 218, 218)"
h-border-22-10-23-10,"rgb(218, 218, 218)"
h-border-22-11-23-11,"rgb(218, 218, 218)"
h-border-22-12-23-12,"rgb(218, 218, 218)"
h-border-22-13-23-13,"rgb(218, 218, 218)"
h-border-22-14-23-14,"rgb(218, 218, 218)"
h-border-22-15-23-15,"rgb(218, 218, 218)"
h-border-22-16-23-16,"rgb(218, 218, 218)"
h-border-22-17-23-17,"rgb(218, 218, 218)"
h-border-22-18-23-18,"rgb(218, 218, 218)"
h-border-22-19-23-19,"rgb(218, 218, 218)"
h-border-22-20-23-20,"rgb(218, 218, 218)"
h-border-22-21-23-21,"rgb(218, 218, 218)"
h-border-22-22-23-22,"rgb(218, 218, 218)"
h-border-22-23-23-23,"rgb(218, 218, 218)"
h-border-22-24-23-24,"rgb(218, 218, 218)"
h-border-22-25-23-25,"rgb(218, 218, 218)"
h-border-22-26-23-26,"rgb(218, 218, 218)"
h-border-22-27-23-27,"rgb(218, 218, 218)"
h-border-22-28-23-28,"rgb(218, 218, 218)"
h-border-22-29-23-29,"rgb(218, 218, 218)"
h-border-22-30-23-30,"rgb(218, 218, 218)"
h-border-22-31-23-31,"rgb(218, 218, 218)"
v-border-23-0-23-1,"rgb(218, 218, 218)"
v-border-23-1-23-2,"rgb(218, 218, 218)"
v-border-23-2-23-3,"rgb(218, 218, 218)"
v-border-23-3-23-4,"rgb(218, 218, 218)"
v-border-23-4-23-5,"rgb(218, 218, 218)"
v-border-23-5-23-6,"rgb(218, 218, 218)"
v-border-23-6-23-7,"rgb(218, 218, 218)"
v-border-23-7-23-8,"rgb(218, 218, 218)"
v-border-23-8-23-9,"rgb(218, 218, 218)"
v-border-23-9-23-10,"rgb(218, 218, 218)"
v-border-23-10-23-11,"rgb(218, 218, 218)"
v-border-23-11-23-12,"rgb(218, 218, 218)"
v-border-23-12-23-13,"rgb(218, 218, 218)"
v-border-23-13-23-14,"rgb(218, 218, 218)"
v-border-23-14-23-15,"rgb(218, 218, 218)"
v-border-23-15-23-16,black
v-border-23-16-23-17,"rgb(218, 218, 218)"
v-border-23-17-23-18,"rgb(218, 218, 218)"
v-border-23-18-23-19,"rgb(218, 218, 218)"
v-border-23-19-23-20,"rgb(218, 218, 218)"
v-border-23-20-23-21,"rgb(218, 218, 218)"
v-border-23-21-23-22,"rgb(218, 218, 218)"
v-border-23-22-23-23,"rgb(218, 218, 218)"
v-border-23-23-23-24,"rgb(218, 218, 218)"
v-border-23-24-23-25,"rgb(218, 218, 218)"
v-border-23-25-23-26,"rgb(218, 218, 218)"
v-border-23-26-23-27,"rgb(218, 218, 218)"
v-border-23-27-23-28,"rgb(218, 218, 218)"
v-border-23-28-23-29,"rgb(218, 218, 218)"
v-border-23-29-23-30,"rgb(218, 218, 218)"
v-border-23-30-23-31,"rgb(218, 218, 218)"
h-border-23-0-24-0,"rgb(218, 218, 218)"
h-border-23-1-24-1,"rgb(218, 218, 218)"
h-border-23-2-24-2,"rgb(218, 218, 218)"
h-border-23-3-24-3,"rgb(218, 218, 218)"
h-border-23-4-24-4,"rgb(218, 218, 218)"
h-border-23-5-24-5,"rgb(218, 218, 218)"
h-border-23-6-24-6,"rgb(218, 218, 218)"
h-border-23-7-24-7,"rgb(218, 218, 218)"
h-border-23-8-24-8,"rgb(218, 218, 218)"
h-border-23-9-24-9,"rgb(218, 218, 218)"
h-border-23-10-24-10,"rgb(218, 218, 218)"
h-border-23-11-24-11,"rgb(218, 218, 218)"
h-border-23-12-24-12,"rgb(218, 218, 218)"
h-border-23-13-24-13,"rgb(218, 218, 218)"
h-border-23-14-24-14,"rgb(218, 218, 218)"
h-border-23-15-24-15,"rgb(218, 218, 218)"
h-border-23-16-24-16,"rgb(218, 218, 218)"
h-border-23-17-24-17,"rgb(218, 218, 218)"
h-border-23-18-24-18,"rgb(218, 218, 218)"
h-border-23-19-24-19,"rgb(218, 218, 218)"
h-border-23-20-24-20,"rgb(218, 218, 218)"
h-border-23-21-24-21,"rgb(218, 218, 218)"
h-border-23-22-24-22,"rgb(218, 218, 218)"
h-border-23-23-24-23,"rgb(218, 218, 218)"
h-border-23-24-24-24,"rgb(218, 218, 218)"
h-border-23-25-24-25,"rgb(218, 218, 218)"
h-border-23-26-24-26,"rgb(218, 218, 218)"
h-border-23-27-24-27,"rgb(218, 218, 218)"
h-border-23-28-24-28,"rgb(218, 218, 218)"
h-border-23-29-24-29,"rgb(218, 218, 218)"
h-border-23-30-24-30,"rgb(218, 218, 218)"
h-border-23-31-24-31,"rgb(218, 218, 218)"
v-border-24-0-24-1,"rgb(218, 218, 218)"
v-border-24-1-24-2,"rgb(218, 218, 218)"
v-border-24-2-24-3,"rgb(218, 218, 218)"
v-border-24-3-24-4,"rgb(218, 218, 218)"
v-border-24-4-24-5,"rgb(218, 218, 218)"
v-border-24-5-24-6,"rgb(218, 218, 218)"
v-border-24-6-24-7,"rgb(218, 218, 218)"
v-border-24-7-24-8,"rgb(218, 218, 218)"
v-border-24-8-24-9,"rgb(218, 218, 218)"
v-border-24-9-24-10,"rgb(218, 218, 218)"
v-border-24-10-24-11,"rgb(218, 218, 218)"
v-border-24-11-24-12,"rgb(218, 218, 218)"
v-border-24-12-24-13,"rgb(218, 218, 218)"
v-border-24-13-24-14,"rgb(218, 218, 218)"
v-border-24-14-24-15,"rgb(218, 218, 218)"
v-border-24-15-24-16,black
v-border-24-16-24-17,"rgb(218, 218, 218)"
v-border-24-17-24-18,"rgb(218, 218, 218)"
v-border-24-18-24-19,"rgb(218, 218, 218)"
v-border-24-19-24-20,"rgb(218, 218, 218)"
v-border-24-20-24-21,"rgb(218, 218, 218)"
v-border-24-21-24-22,"rgb(218, 218, 218)"
v-border-24-22-24-23,"rgb(218, 218, 218)"
v-border-24-23-24-24,"rgb(218, 218, 218)"
v-border-24-24-24-25,"rgb(218, 218, 218)"
v-border-24-25-24-26,"rgb(218, 218, 218)"
v-border-24-26-24-27,"rgb(218, 218, 218)"
v-border-24-27-24-28,"rgb(218, 218, 218)"
v-border-24-28-24-29,"rgb(218, 218, 218)"
v-border-24-29-24-30,"rgb(218, 218, 218)"
v-border-24-30-24-31,"rgb(218, 218, 218)"
h-border-24-0-25-0,"rgb(218, 218, 218)"
h-border-24-1-25-1,"rgb(218, 218, 218)"
h-border-24-2-25-2,"rgb(218, 218, 218)"
h-border-24-3-25-3,"rgb(218, 218, 218)"
h-border-24-4-25-4,"rgb(218, 218, 218)"
h-border-24-5-25-5,"rgb(218, 218, 218)"
h-border-24-6-25-6,"rgb(218, 218, 218)"
h-border-24-7-25-7,"rgb(218, 218, 218)"
h-border-24-8-25-8,"rgb(218, 218, 218)"
h-border-24-9-25-9,"rgb(218, 218, 218)"
h-border-24-10-25-10,"rgb(218, 218, 218)"
h-border-24-11-25-11,"rgb(218, 218, 218)"
h-border-24-12-25-12,"rgb(218, 218, 218)"
h-border-24-13-25-13,"rgb(218, 218, 218)"
h-border-24-14-25-14,"rgb(218, 218, 218)"
h-border-24-15-25-15,"rgb(218, 218, 218)"
h-border-24-16-25-16,"rgb(218, 218, 218)"
h-border-24-17-25-17,"rgb(218, 218, 218)"
h-border-24-18-25-18,"rgb(218, 218, 218)"
h-border-24-19-25-19,"rgb(218, 218, 218)"
h-border-24-20-25-20,"rgb(218, 218, 218)"
h-border-24-21-25-21,"rgb(218, 218, 218)"
h-border-24-22-25-22,"rgb(218, 218, 218)"
h-border-24-23-25-23,"rgb(218, 218, 218)"
h-border-24-24-25-24,"rgb(218, 218, 218)"
h-border-24-25-25-25,"rgb(218, 218, 218)"
h-border-24-26-25-26,"rgb(218, 218, 218)"
h-border-24-27-25-27,"rgb(218, 218, 218)"
h-border-24-28-25-28,"rgb(218, 218, 218)"
h-border-24-29-25-29,"rgb(218, 218, 218)"
h-border-24-30-25-30,"rgb(218, 218, 218)"
h-border-24-31-25-31,"rgb(218, 218, 218)"
v-border-25-0-25-1,"rgb(218, 218, 218)"
v-border-25-1-25-2,"rgb(218, 218, 218)"
v-border-25-2-25-3,"rgb(218, 218, 218)"
v-border-25-3-25-4,"rgb(218, 218, 218)"
v-border-25-4-25-5,"rgb(218, 218, 218)"
v-border-25-5-25-6,"rgb(218, 218, 218)"
v-border-25-6-25-7,"rgb(218, 218, 218)"
v-border-25-7-25-8,"rgb(218, 218, 218)"
v-border-25-8-25-9,"rgb(218, 218, 218)"
v-border-25-9-25-10,"rgb(218, 218, 218)"
v-border-25-10-25-11,"rgb(218, 218, 218)"
v-border-25-11-25-12,"rgb(218, 218, 218)"
v-border-25-12-25-13,"rgb(218, 218, 218)"
v-border-25-13-25-14,"rgb(218, 218, 218)"
v-border-25-14-25-15,"rgb(218, 218, 218)"
v-border-25-15-25-16,black
v-border-25-16-25-17,"rgb(218, 218, 218)"
v-border-25-17-25-18,"rgb(218, 218, 218)"
v-border-25-18-25-19,"rgb(218, 218, 218)"
v-border-25-19-25-20,"rgb(218, 218, 218)"
v-border-25-20-25-21,"rgb(218, 218, 218)"
v-border-25-21-25-22,"rgb(218, 218, 218)"
v-border-25-22-25-23,"rgb(218, 218, 218)"
v-border-25-23-25-24,"rgb(218, 218, 218)"
v-border-25-24-25-25,"rgb(218, 218, 218)"
v-border-25-25-25-26,"rgb(218, 218, 218)"
v-border-25-26-25-27,"rgb(218, 218, 218)"
v-border-25-27-25-28,"rgb(218, 218, 218)"
v-border-25-28-25-29,"rgb(218, 218, 218)"
v-border-25-29-25-30,"rgb(218, 218, 218)"
v-border-25-30-25-31,"rgb(218, 218, 218)"
h-border-25-0-26-0,"rgb(218, 218, 218)"
h-border-25-1-26-1,"rgb(218, 218, 218)"
h-border-25-2-26-2,"rgb(218, 218, 218)"
h-border-25-3-26-3,"rgb(218, 218, 218)"
h-border-25-4-26-4,"rgb(218, 218, 218)"
h-border-25-5-26-5,"rgb(218, 218, 218)"
h-border-25-6-26-6,"rgb(218, 218, 218)"
h-border-25-7-26-7,"rgb(218, 218, 218)"
h-border-25-8-26-8,"rgb(218, 218, 218)"
h-border-25-9-26-9,"rgb(218, 218, 218)"
h-border-25-10-26-10,"rgb(218, 218, 218)"
h-border-25-11-26-11,"rgb(218, 218, 218)"
h-border-25-12-26-12,"rgb(218, 218, 218)"
h-border-25-13-26-13,"rgb(218, 218, 218)"
h-border-25-14-26-14,"rgb(218, 218, 218)"
h-border-25-15-26-15,"rgb(218, 218, 218)"
h-border-25-16-26-16,"rgb(218, 218, 218)"
h-border-25-17-26-17,"rgb(218, 218, 218)"
h-border-25-18-26-18,"rgb(218, 218, 218)"
h-border-25-19-26-19,"rgb(218, 218, 218)"
h-border-25-20-26-20,"rgb(218, 218, 218)"
h-border-25-21-26-21,"rgb(218, 218, 218)"
h-border-25-22-26-22,"rgb(218, 218, 218)"
h-border-25-23-26-23,"rgb(218, 218, 218)"
h-border-25-24-26-24,"rgb(218, 218, 218)"
h-border-25-25-26-25,"rgb(218, 218, 218)"
h-border-25-26-26-26,"rgb(218, 218, 218)"
h-border-25-27-26-27,"rgb(218, 218, 218)"
h-border-25-28-26-28,"rgb(218, 218, 218)"
h-border-25-29-26-29,"rgb(218, 218, 218)"
h-border-25-30-26-30,"rgb(218, 218, 218)"
h-border-25-31-26-31,"rgb(218, 218, 218)"
v-border-26-0-26-1,"rgb(218, 218, 218)"
v-border-26-1-26-2,"rgb(218, 218, 218)"
v-border-26-2-26-3,"rgb(218, 218, 218)"
v-border-26-3-26-4,"rgb(218, 218, 218)"
v-border-26-4-26-5,"rgb(218, 218, 218)"
v-border-26-5-26-6,"rgb(218, 218, 218)"
v-border-26-6-26-7,"rgb(218, 218, 218)"
v-border-26-7-26-8,"rgb(218, 218, 218)"
v-border-26-8-26-9,"rgb(218, 218, 218)"
v-border-26-9-26-10,"rgb(218, 218, 218)"
v-border-26-10-26-11,"rgb(218, 218, 218)"
v-border-26-11-26-12,"rgb(218, 218, 218)"
v-border-26-12-26-13,"rgb(218, 218, 218)"
v-border-26-13-26-14,"rgb(218, 218, 218)"
v-border-26-14-26-15,"rgb(218, 218, 218)"
v-border-26-15-26-16,black
v-border-26-16-26-17,"rgb(218, 218, 218)"
v-border-26-17-26-18,"rgb(218, 218, 218)"
v-border-26-18-26-19,"rgb(218, 218, 218)"
v-border-26-19-26-20,"rgb(218, 218, 218)"
v-border-26-20-26-21,"rgb(218, 218, 218)"
v-border-26-21-26-22,"rgb(218, 218, 218)"
v-border-26-22-26-23,"rgb(218, 218, 218)"
v-border-26-23-26-24,"rgb(218, 218, 218)"
v-border-26-24-26-25,"rgb(218, 218, 218)"
v-border-26-25-26-26,"rgb(218, 218, 218)"
v-border-26-26-26-27,"rgb(218, 218, 218)"
v-border-26-27-26-28,"rgb(218, 218, 218)"
v-border-26-28-26-29,"rgb(218, 218, 218)"
v-border-26-29-26-30,"rgb(218, 218, 218)"
v-border-26-30-26-31,"rgb(218, 218, 218)"
h-border-26-0-27-0,"rgb(218, 218, 218)"
h-border-26-1-27-1,"rgb(218, 218, 218)"
h-border-26-2-27-2,"rgb(218, 218, 218)"
h-border-26-3-27-3,"rgb(218, 218, 218)"
h-border-26-4-27-4,"rgb(218, 218, 218)"
h-border-26-5-27-5,"rgb(218, 218, 218)"
h-border-26-6-27-6,"rgb(218, 218, 218)"
h-border-26-7-27-7,"rgb(218, 218, 218)"
h-border-26-8-27-8,"rgb(218, 218, 218)"
h-border-26-9-27-9,"rgb(218, 218, 218)"
h-border-26-10-27-10,"rgb(218, 218, 218)"
h-border-26-11-27-11,"rgb(218, 218, 218)"
h-border-26-12-27-12,"rgb(218, 218, 218)"
h-border-26-13-27-13,"rgb(218, 218, 218)"
